word,total_count,total_frequency,trump_count,trump_frequency,obama_frequency,obama_count,syllable
happiest,1,1.84E-06,0,0,9.47E-06,1,2
scariest,1,1.84E-06,0,0,9.47E-06,1,2
kailashs,1,1.84E-06,0,0,9.47E-06,1,2
voiceuse,1,1.84E-06,0,0,9.47E-06,1,2
thirteen,1,1.84E-06,0,0,9.47E-06,1,2
yearsbut,1,1.84E-06,0,0,9.47E-06,1,2
nationas,1,1.84E-06,0,0,9.47E-06,1,3
bossmade,1,1.84E-06,0,0,9.47E-06,1,2
knowthat,1,1.84E-06,0,0,9.47E-06,1,2
albright,1,1.84E-06,0,0,9.47E-06,1,2
dayevery,1,1.84E-06,0,0,9.47E-06,1,4
nightyou,1,1.84E-06,0,0,9.47E-06,1,3
spoilers,1,1.84E-06,0,0,9.47E-06,1,2
seahawks,1,1.84E-06,0,0,9.47E-06,1,2
remsburg,1,1.84E-06,0,0,9.47E-06,1,2
leukemia,1,1.84E-06,0,0,9.47E-06,1,3
seasonal,1,1.84E-06,0,0,9.47E-06,1,3
checkups,1,1.84E-06,0,0,9.47E-06,1,2
carethat,1,1.84E-06,0,0,9.47E-06,1,3
hardship,1,1.84E-06,0,0,9.47E-06,1,2
stresses,1,1.84E-06,0,0,9.47E-06,1,1
fromwhen,1,1.84E-06,0,0,9.47E-06,1,2
prophecy,1,1.84E-06,0,0,9.47E-06,1,3
suffrage,1,1.84E-06,0,0,9.47E-06,1,2
syracuse,1,1.84E-06,0,0,9.47E-06,1,3
dragging,1,1.84E-06,0,0,9.47E-06,1,2
dynamism,1,1.84E-06,0,0,9.47E-06,1,3
likeheat,1,1.84E-06,0,0,9.47E-06,1,3
unafraid,1,1.84E-06,0,0,9.47E-06,1,3
kindness,1,1.84E-06,0,0,9.47E-06,1,2
peopleto,1,1.84E-06,0,0,9.47E-06,1,3
licensed,1,1.84E-06,0,0,9.47E-06,1,2
ohiomore,1,1.84E-06,0,0,9.47E-06,1,3
reachfor,1,1.84E-06,0,0,9.47E-06,1,2
acquired,1,1.84E-06,0,0,9.47E-06,1,2
sensible,1,1.84E-06,0,0,9.47E-06,1,3
gestures,1,1.84E-06,0,0,9.47E-06,1,2
grinding,1,1.84E-06,0,0,9.47E-06,1,2
sporting,1,1.84E-06,0,0,9.47E-06,1,2
saveweve,1,1.84E-06,0,0,9.47E-06,1,3
netherlands,1,1.84E-06,1,2.28E-06,0,0,3
starship,1,1.84E-06,0,0,9.47E-06,1,2
economys,1,1.84E-06,0,0,9.47E-06,1,4
starring,1,1.84E-06,0,0,9.47E-06,1,2
taxesbut,1,1.84E-06,0,0,9.47E-06,1,3
actright,1,1.84E-06,0,0,9.47E-06,1,2
compound,1,1.84E-06,0,0,9.47E-06,1,2
enabling,1,1.84E-06,0,0,9.47E-06,1,3
yearstay,1,1.84E-06,0,0,9.47E-06,1,2
yearsget,1,1.84E-06,0,0,9.47E-06,1,2
daythats,1,1.84E-06,0,0,9.47E-06,1,2
salesman,1,1.84E-06,0,0,9.47E-06,1,3
thingget,1,1.84E-06,0,0,9.47E-06,1,2
canheres,1,1.84E-06,0,0,9.47E-06,1,2
teaching,1,1.84E-06,0,0,9.47E-06,1,2
seaboard,1,1.84E-06,0,0,9.47E-06,1,2
grabbing,1,1.84E-06,0,0,9.47E-06,1,2
symptoms,1,1.84E-06,0,0,9.47E-06,1,2
pregnant,1,1.84E-06,0,0,9.47E-06,1,2
redefine,1,1.84E-06,0,0,9.47E-06,1,3
staffers,1,1.84E-06,0,0,9.47E-06,1,2
voicewho,1,1.84E-06,0,0,9.47E-06,1,3
homemade,1,1.84E-06,0,0,9.47E-06,1,3
coherent,1,1.84E-06,0,0,9.47E-06,1,3
mcgovern,1,1.84E-06,0,0,9.47E-06,1,2
jobsgood,1,1.84E-06,0,0,9.47E-06,1,2
debateor,1,1.84E-06,0,0,9.47E-06,1,3
lengthening,1,1.84E-06,1,2.28E-06,0,0,3
yorkyour,1,1.84E-06,0,0,9.47E-06,1,3
sneaking,1,1.84E-06,0,0,9.47E-06,1,2
beholden,1,1.84E-06,0,0,9.47E-06,1,3
superman,1,1.84E-06,0,0,9.47E-06,1,3
ideajust,1,1.84E-06,0,0,9.47E-06,1,3
retreads,1,1.84E-06,0,0,9.47E-06,1,2
academic,1,1.84E-06,0,0,9.47E-06,1,4
mandates,1,1.84E-06,0,0,9.47E-06,1,2
sonspres,1,1.84E-06,0,0,9.47E-06,1,1
retirees,1,1.84E-06,0,0,9.47E-06,1,3
eloquent,1,1.84E-06,0,0,9.47E-06,1,3
notebook,1,1.84E-06,0,0,9.47E-06,1,3
displace,1,1.84E-06,0,0,9.47E-06,1,2
myselfto,1,1.84E-06,0,0,9.47E-06,1,3
changeup,1,1.84E-06,0,0,9.47E-06,1,2
outspent,1,1.84E-06,0,0,9.47E-06,1,2
retooled,1,1.84E-06,0,0,9.47E-06,1,2
drawings,1,1.84E-06,0,0,9.47E-06,1,2
airfares,1,1.84E-06,0,0,9.47E-06,1,2
educator,1,1.84E-06,0,0,9.47E-06,1,4
maximize,1,1.84E-06,0,0,9.47E-06,1,3
clothing,1,1.84E-06,0,0,9.47E-06,1,2
modified,1,1.84E-06,0,0,9.47E-06,1,3
crippled,1,1.84E-06,0,0,9.47E-06,1,1
ohiotune,1,1.84E-06,0,0,9.47E-06,1,3
sidewalk,1,1.84E-06,0,0,9.47E-06,1,3
wildcats,1,1.84E-06,0,0,9.47E-06,1,2
islander,1,1.84E-06,0,0,9.47E-06,1,3
loanslet,1,1.84E-06,0,0,9.47E-06,1,2
downchip,1,1.84E-06,0,0,9.47E-06,1,2
thingone,1,1.84E-06,0,0,9.47E-06,1,2
animated,1,1.84E-06,0,0,9.47E-06,1,3
nowpotus,1,1.84E-06,0,0,9.47E-06,1,3
savingby,1,1.84E-06,0,0,9.47E-06,1,3
todaynow,1,1.84E-06,0,0,9.47E-06,1,3
wondered,1,1.84E-06,0,0,9.47E-06,1,2
barackif,1,1.84E-06,0,0,9.47E-06,1,3
giveaway,1,1.84E-06,0,0,9.47E-06,1,3
backjoan,1,1.84E-06,0,0,9.47E-06,1,2
dayorder,1,1.84E-06,0,0,9.47E-06,1,3
imported,1,1.84E-06,0,0,9.47E-06,1,2
snapshot,1,1.84E-06,0,0,9.47E-06,1,2
growthby,1,1.84E-06,0,0,9.47E-06,1,2
download,1,1.84E-06,0,0,9.47E-06,1,2
ringtone,1,1.84E-06,0,0,9.47E-06,1,2
optional,1,1.84E-06,0,0,9.47E-06,1,3
tempting,1,1.84E-06,0,0,9.47E-06,1,2
profiled,1,1.84E-06,0,0,9.47E-06,1,2
harvests,1,1.84E-06,0,0,9.47E-06,1,2
chipping,1,1.84E-06,0,0,9.47E-06,1,2
tailgate,1,1.84E-06,0,0,9.47E-06,1,2
quotable,1,1.84E-06,0,0,9.47E-06,1,3
lesbians,1,1.84E-06,0,0,9.47E-06,1,2
atlantis,1,1.84E-06,0,0,9.47E-06,1,3
lincolns,1,1.84E-06,0,0,9.47E-06,1,2
botswana,1,1.84E-06,0,0,9.47E-06,1,3
santiago,1,1.84E-06,0,0,9.47E-06,1,3
tsunamis,1,1.84E-06,0,0,9.47E-06,1,3
cheapest,1,1.84E-06,0,0,9.47E-06,1,2
futureby,1,1.84E-06,0,0,9.47E-06,1,4
futureif,1,1.84E-06,0,0,9.47E-06,1,3
anyoneis,1,1.84E-06,0,0,9.47E-06,1,3
landover,1,1.84E-06,0,0,9.47E-06,1,3
friendsi,1,1.84E-06,0,0,9.47E-06,1,2
blockade,1,1.84E-06,0,0,9.47E-06,1,2
juncture,1,1.84E-06,0,0,9.47E-06,1,2
ushering,1,1.84E-06,0,0,9.47E-06,1,3
medvedev,1,1.84E-06,0,0,9.47E-06,1,3
lawelena,1,1.84E-06,0,0,9.47E-06,1,4
bombings,1,1.84E-06,0,0,9.47E-06,1,2
competed,1,1.84E-06,0,0,9.47E-06,1,2
morejoin,1,1.84E-06,0,0,9.47E-06,1,3
alarming,1,1.84E-06,0,0,9.47E-06,1,3
passions,1,1.84E-06,0,0,9.47E-06,1,2
populari,1,1.84E-06,0,0,9.47E-06,1,4
plouffes,1,1.84E-06,0,0,9.47E-06,1,1
forceful,1,1.84E-06,0,0,9.47E-06,1,3
medalone,1,1.84E-06,0,0,9.47E-06,1,3
sebelius,1,1.84E-06,0,0,9.47E-06,1,3
resisted,1,1.84E-06,0,0,9.47E-06,1,2
luckiest,1,1.84E-06,0,0,9.47E-06,1,2
unveiled,1,1.84E-06,0,0,9.47E-06,1,2
helphost,1,1.84E-06,0,0,9.47E-06,1,2
colberts,1,1.84E-06,0,0,9.47E-06,1,2
uploaded,1,1.84E-06,1,2.28E-06,0,0,2
armenian,1,1.84E-06,1,2.28E-06,0,0,3
chaldean,1,1.84E-06,1,2.28E-06,0,0,2
sponsors,1,1.84E-06,1,2.28E-06,0,0,2
religous,1,1.84E-06,1,2.28E-06,0,0,3
overrule,1,1.84E-06,1,2.28E-06,0,0,4
goldmine,1,1.84E-06,1,2.28E-06,0,0,2
oblivion,1,1.84E-06,1,2.28E-06,0,0,3
resolute,1,1.84E-06,1,2.28E-06,0,0,3
disputed,1,1.84E-06,1,2.28E-06,0,0,2
muskegon,1,1.84E-06,1,2.28E-06,0,0,3
toensing,1,1.84E-06,1,2.28E-06,0,0,2
deceased,1,1.84E-06,1,2.28E-06,0,0,2
wretched,1,1.84E-06,1,2.28E-06,0,0,1
gauntlet,1,1.84E-06,1,2.28E-06,0,0,2
valdosta,1,1.84E-06,1,2.28E-06,0,0,3
slashing,1,1.84E-06,1,2.28E-06,0,0,2
boarding,1,1.84E-06,1,2.28E-06,0,0,2
screened,1,1.84E-06,1,2.28E-06,0,0,1
nicklaus,1,1.84E-06,1,2.28E-06,0,0,2
usurping,1,1.84E-06,1,2.28E-06,0,0,3
georgian,1,1.84E-06,1,2.28E-06,0,0,2
dreamget,1,1.84E-06,1,2.28E-06,0,0,2
shipyard,1,1.84E-06,1,2.28E-06,0,0,2
escalate,1,1.84E-06,1,2.28E-06,0,0,3
moroccan,1,1.84E-06,1,2.28E-06,0,0,3
moroccos,1,1.84E-06,1,2.28E-06,0,0,3
autonomy,1,1.84E-06,1,2.28E-06,0,0,4
removals,1,1.84E-06,1,2.28E-06,0,0,3
drenched,1,1.84E-06,1,2.28E-06,0,0,1
fairways,1,1.84E-06,1,2.28E-06,0,0,2
trusting,1,1.84E-06,1,2.28E-06,0,0,2
donoghue,1,1.84E-06,1,2.28E-06,0,0,3
demeaned,1,1.84E-06,1,2.28E-06,0,0,2
dethrone,1,1.84E-06,1,2.28E-06,0,0,2
impulsar,1,1.84E-06,1,2.28E-06,0,0,3
libertad,1,1.84E-06,1,2.28E-06,0,0,3
traverse,1,1.84E-06,1,2.28E-06,0,0,2
swindled,1,1.84E-06,1,2.28E-06,0,0,1
dementia,1,1.84E-06,1,2.28E-06,0,0,3
coughing,1,1.84E-06,1,2.28E-06,0,0,2
gingrich,1,1.84E-06,1,2.28E-06,0,0,2
software,1,1.84E-06,1,2.28E-06,0,0,2
systemic,1,1.84E-06,1,2.28E-06,0,0,3
journals,1,1.84E-06,1,2.28E-06,0,0,2
deducted,1,1.84E-06,1,2.28E-06,0,0,2
dictates,1,1.84E-06,1,2.28E-06,0,0,2
bengahzi,1,1.84E-06,1,2.28E-06,0,0,3
marchant,1,1.84E-06,1,2.28E-06,0,0,2
wrestler,1,1.84E-06,1,2.28E-06,0,0,2
mathematical,1,1.84E-06,1,2.28E-06,0,0,5
handrail,1,1.84E-06,1,2.28E-06,0,0,2
dissolve,1,1.84E-06,1,2.28E-06,0,0,2
commencment,1,1.84E-06,1,2.28E-06,0,0,3
nationwe,1,1.84E-06,1,2.28E-06,0,0,2
profiles,1,1.84E-06,1,2.28E-06,0,0,3
tampered,1,1.84E-06,1,2.28E-06,0,0,2
olympian,1,1.84E-06,1,2.28E-06,0,0,3
restores,1,1.84E-06,1,2.28E-06,0,0,2
personas,1,1.84E-06,1,2.28E-06,0,0,3
forehead,1,1.84E-06,1,2.28E-06,0,0,3
eviction,1,1.84E-06,1,2.28E-06,0,0,3
commemorates,1,1.84E-06,0,0,9.47E-06,1,4
adhering,1,1.84E-06,1,2.28E-06,0,0,3
trounces,1,1.84E-06,1,2.28E-06,0,0,1
grynbaum,1,1.84E-06,1,2.28E-06,0,0,2
touching,1,1.84E-06,1,2.28E-06,0,0,2
punching,1,1.84E-06,1,2.28E-06,0,0,2
reviving,1,1.84E-06,1,2.28E-06,0,0,3
roadside,1,1.84E-06,1,2.28E-06,0,0,2
precinct,1,1.84E-06,1,2.28E-06,0,0,2
diseases,1,1.84E-06,1,2.28E-06,0,0,2
figuring,1,1.84E-06,1,2.28E-06,0,0,3
incurred,1,1.84E-06,1,2.28E-06,0,0,2
relation,1,1.84E-06,1,2.28E-06,0,0,3
thompson,1,1.84E-06,1,2.28E-06,0,0,2
vehicles,1,1.84E-06,1,2.28E-06,0,0,3
clunkers,1,1.84E-06,1,2.28E-06,0,0,2
convicts,1,1.84E-06,1,2.28E-06,0,0,2
Ø¨Ø²Ø±Ú¯,1,1.84E-06,1,2.28E-06,0,0,#ERROR!
credence,1,1.84E-06,1,2.28E-06,0,0,2
narrowed,1,1.84E-06,1,2.28E-06,0,0,2
holdover,1,1.84E-06,1,2.28E-06,0,0,3
munchkin,1,1.84E-06,1,2.28E-06,0,0,2
chippewa,1,1.84E-06,1,2.28E-06,0,0,3
schumers,1,1.84E-06,1,2.28E-06,0,0,2
mcginley,1,1.84E-06,1,2.28E-06,0,0,2
revolver,1,1.84E-06,1,2.28E-06,0,0,3
forensic,1,1.84E-06,1,2.28E-06,0,0,3
surveyed,1,1.84E-06,1,2.28E-06,0,0,2
deafness,1,1.84E-06,1,2.28E-06,0,0,2
urgently,1,1.84E-06,1,2.28E-06,0,0,3
purchaes,1,1.84E-06,1,2.28E-06,0,0,2
veronica,1,1.84E-06,1,2.28E-06,0,0,4
subtract,1,1.84E-06,1,2.28E-06,0,0,2
mcmuffin,1,1.84E-06,1,2.28E-06,0,0,2
moonface,1,1.84E-06,1,2.28E-06,0,0,2
suspects,1,1.84E-06,1,2.28E-06,0,0,2
scrubbed,1,1.84E-06,1,2.28E-06,0,0,1
breakers,1,1.84E-06,1,2.28E-06,0,0,2
carnival,1,1.84E-06,1,2.28E-06,0,0,3
outbound,1,1.84E-06,1,2.28E-06,0,0,2
swinging,1,1.84E-06,1,2.28E-06,0,0,2
lopsided,1,1.84E-06,1,2.28E-06,0,0,2
bismarck,1,1.84E-06,1,2.28E-06,0,0,2
hazleton,1,1.84E-06,1,2.28E-06,0,0,3
podestas,1,1.84E-06,1,2.28E-06,0,0,3
stricken,1,1.84E-06,1,2.28E-06,0,0,2
unknowns,1,1.84E-06,1,2.28E-06,0,0,2
dropouts,1,1.84E-06,1,2.28E-06,0,0,2
occupied,1,1.84E-06,1,2.28E-06,0,0,3
primiums,1,1.84E-06,1,2.28E-06,0,0,2
admirals,1,1.84E-06,1,2.28E-06,0,0,3
mariners,1,1.84E-06,1,2.28E-06,0,0,3
jentezen,1,1.84E-06,1,2.28E-06,0,0,3
merrimac,1,1.84E-06,1,2.28E-06,0,0,3
ungifted,1,1.84E-06,1,2.28E-06,0,0,2
barbours,1,1.84E-06,1,2.28E-06,0,0,2
cambodia,1,1.84E-06,1,2.28E-06,0,0,3
somerset,1,1.84E-06,1,2.28E-06,0,0,3
overpass,1,1.84E-06,1,2.28E-06,0,0,3
nationss,1,1.84E-06,1,2.28E-06,0,0,2
hoarding,1,1.84E-06,1,2.28E-06,0,0,2
vanished,1,1.84E-06,1,2.28E-06,0,0,2
reacting,1,1.84E-06,1,2.28E-06,0,0,2
arguably,1,1.84E-06,1,2.28E-06,0,0,3
accosted,1,1.84E-06,1,2.28E-06,0,0,2
debunked,1,1.84E-06,1,2.28E-06,0,0,2
survives,1,1.84E-06,1,2.28E-06,0,0,2
blockage,1,1.84E-06,1,2.28E-06,0,0,2
cratered,1,1.84E-06,1,2.28E-06,0,0,2
reopened,1,1.84E-06,1,2.28E-06,0,0,2
areamore,1,1.84E-06,1,2.28E-06,0,0,3
vilified,1,1.84E-06,1,2.28E-06,0,0,3
mckelway,1,1.84E-06,1,2.28E-06,0,0,2
financed,1,1.84E-06,1,2.28E-06,0,0,2
whiplash,1,1.84E-06,1,2.28E-06,0,0,2
exterior,1,1.84E-06,1,2.28E-06,0,0,3
defacing,1,1.84E-06,1,2.28E-06,0,0,3
secondly,1,1.84E-06,1,2.28E-06,0,0,3
mistaken,1,1.84E-06,1,2.28E-06,0,0,3
mcarthur,1,1.84E-06,1,2.28E-06,0,0,2
listings,1,1.84E-06,1,2.28E-06,0,0,2
changers,1,1.84E-06,1,2.28E-06,0,0,2
misdeeds,1,1.84E-06,1,2.28E-06,0,0,2
douglass,1,1.84E-06,1,2.28E-06,0,0,2
persists,1,1.84E-06,1,2.28E-06,0,0,2
redskins,1,1.84E-06,1,2.28E-06,0,0,2
bumbling,1,1.84E-06,1,2.28E-06,0,0,2
enforced,1,1.84E-06,1,2.28E-06,0,0,2
tiffanys,1,1.84E-06,1,2.28E-06,0,0,3
bustling,1,1.84E-06,1,2.28E-06,0,0,2
activate,1,1.84E-06,1,2.28E-06,0,0,3
doexcept,1,1.84E-06,1,2.28E-06,0,0,2
weighing,1,1.84E-06,1,2.28E-06,0,0,2
newscast,1,1.84E-06,1,2.28E-06,0,0,2
plunging,1,1.84E-06,1,2.28E-06,0,0,2
shredded,1,1.84E-06,1,2.28E-06,0,0,1
stagnant,1,1.84E-06,1,2.28E-06,0,0,2
knockout,1,1.84E-06,1,2.28E-06,0,0,2
shepherd,1,1.84E-06,1,2.28E-06,0,0,2
alerting,1,1.84E-06,1,2.28E-06,0,0,3
keyboard,1,1.84E-06,1,2.28E-06,0,0,2
walorski,1,1.84E-06,1,2.28E-06,0,0,3
dumpster,1,1.84E-06,1,2.28E-06,0,0,2
concasts,1,1.84E-06,1,2.28E-06,0,0,2
redstone,1,1.84E-06,1,2.28E-06,0,0,2
ironclad,1,1.84E-06,1,2.28E-06,0,0,3
lankford,1,1.84E-06,1,2.28E-06,0,0,2
montanas,1,1.84E-06,1,2.28E-06,0,0,3
bungling,1,1.84E-06,1,2.28E-06,0,0,2
concepts,1,1.84E-06,1,2.28E-06,0,0,2
majewski,1,1.84E-06,1,2.28E-06,0,0,3
monumrnt,1,1.84E-06,1,2.28E-06,0,0,2
wildwood,1,1.84E-06,1,2.28E-06,0,0,2
ginsberg,1,1.84E-06,1,2.28E-06,0,0,2
hometown,1,1.84E-06,1,2.28E-06,0,0,3
planmore,1,1.84E-06,1,2.28E-06,0,0,2
assisted,1,1.84E-06,1,2.28E-06,0,0,2
gofundme,1,1.84E-06,1,2.28E-06,0,0,2
isolated,1,1.84E-06,1,2.28E-06,0,0,3
unsteady,1,1.84E-06,1,2.28E-06,0,0,3
ravaging,1,1.84E-06,1,2.28E-06,0,0,3
Ø´Ø±Ú©Øª,1,1.84E-06,1,2.28E-06,0,0,#ERROR!
parscale,1,1.84E-06,1,2.28E-06,0,0,3
unifying,1,1.84E-06,1,2.28E-06,0,0,3
marshals,1,1.84E-06,1,2.28E-06,0,0,2
enriched,1,1.84E-06,1,2.28E-06,0,0,2
gunboats,1,1.84E-06,1,2.28E-06,0,0,2
eastport,1,1.84E-06,1,2.28E-06,0,0,2
lobsters,1,1.84E-06,1,2.28E-06,0,0,2
overused,1,1.84E-06,1,2.28E-06,0,0,3
tabulate,1,1.84E-06,1,2.28E-06,0,0,3
bloombeg,1,1.84E-06,1,2.28E-06,0,0,2
imperils,1,1.84E-06,1,2.28E-06,0,0,3
fisagate,1,1.84E-06,1,2.28E-06,0,0,3
charlies,1,1.84E-06,1,2.28E-06,0,0,2
rudeness,1,1.84E-06,1,2.28E-06,0,0,3
indebted,1,1.84E-06,1,2.28E-06,0,0,2
fedexcup,1,1.84E-06,1,2.28E-06,0,0,3
enablers,1,1.84E-06,1,2.28E-06,0,0,3
sunlight,1,1.84E-06,1,2.28E-06,0,0,2
offender,1,1.84E-06,1,2.28E-06,0,0,3
plugging,1,1.84E-06,1,2.28E-06,0,0,2
thuggery,1,1.84E-06,1,2.28E-06,0,0,3
lateness,1,1.84E-06,1,2.28E-06,0,0,3
dominate,1,1.84E-06,1,2.28E-06,0,0,3
bargains,1,1.84E-06,1,2.28E-06,0,0,2
remotely,1,1.84E-06,1,2.28E-06,0,0,4
securely,1,1.84E-06,1,2.28E-06,0,0,4
failings,1,1.84E-06,1,2.28E-06,0,0,2
defender,1,1.84E-06,1,2.28E-06,0,0,3
hartzler,1,1.84E-06,1,2.28E-06,0,0,2
jpmorgan,1,1.84E-06,1,2.28E-06,0,0,2
solemnly,1,1.84E-06,1,2.28E-06,0,0,3
dzhokhar,1,1.84E-06,1,2.28E-06,0,0,2
tsarnaev,1,1.84E-06,1,2.28E-06,0,0,2
arizonas,1,1.84E-06,1,2.28E-06,0,0,4
floridas,1,1.84E-06,1,2.28E-06,0,0,3
railways,1,1.84E-06,1,2.28E-06,0,0,2
motivate,1,1.84E-06,1,2.28E-06,0,0,3
squadron,1,1.84E-06,1,2.28E-06,0,0,2
exposeda,1,1.84E-06,1,2.28E-06,0,0,4
stadiums,1,1.84E-06,1,2.28E-06,0,0,2
creators,1,1.84E-06,1,2.28E-06,0,0,2
monterey,1,1.84E-06,1,2.28E-06,0,0,3
wishbone,1,1.84E-06,1,2.28E-06,0,0,2
gobblers,1,1.84E-06,1,2.28E-06,0,0,2
marshawn,1,1.84E-06,1,2.28E-06,0,0,2
liangelo,1,1.84E-06,1,2.28E-06,0,0,3
wdiverse,1,1.84E-06,1,2.28E-06,0,0,2
cultures,1,1.84E-06,1,2.28E-06,0,0,2
storming,1,1.84E-06,1,2.28E-06,0,0,2
griparmy,1,1.84E-06,1,2.28E-06,0,0,3
yearfour,1,1.84E-06,1,2.28E-06,0,0,2
brazenly,1,1.84E-06,1,2.28E-06,0,0,3
fakenews,1,1.84E-06,1,2.28E-06,0,0,3
licenses,1,1.84E-06,1,2.28E-06,0,0,2
ingrates,1,1.84E-06,1,2.28E-06,0,0,2
racefake,1,1.84E-06,1,2.28E-06,0,0,3
aligning,1,1.84E-06,1,2.28E-06,0,0,3
advising,1,1.84E-06,1,2.28E-06,0,0,3
tortured,1,1.84E-06,1,2.28E-06,0,0,2
deceived,1,1.84E-06,1,2.28E-06,0,0,2
koreanot,1,1.84E-06,1,2.28E-06,0,0,3
noticing,1,1.84E-06,1,2.28E-06,0,0,3
lifecont,1,1.84E-06,1,2.28E-06,0,0,3
malaysia,1,1.84E-06,1,2.28E-06,0,0,3
andeavor,1,1.84E-06,1,2.28E-06,0,0,3
refinery,1,1.84E-06,1,2.28E-06,0,0,4
legalize,1,1.84E-06,1,2.28E-06,0,0,3
harveymy,1,1.84E-06,1,2.28E-06,0,0,3
retaking,1,1.84E-06,1,2.28E-06,0,0,3
strongto,1,1.84E-06,1,2.28E-06,0,0,2
pershing,1,1.84E-06,1,2.28E-06,0,0,2
unwisely,1,1.84E-06,1,2.28E-06,0,0,4
rebounds,1,1.84E-06,1,2.28E-06,0,0,2
renovate,1,1.84E-06,1,2.28E-06,0,0,3
sanction,1,1.84E-06,1,2.28E-06,0,0,2
burdened,1,1.84E-06,1,2.28E-06,0,0,2
intraday,1,1.84E-06,1,2.28E-06,0,0,3
susteren,1,1.84E-06,1,2.28E-06,0,0,3
enquirer,1,1.84E-06,1,2.28E-06,0,0,3
guardian,1,1.84E-06,1,2.28E-06,0,0,2
kirkwood,1,1.84E-06,1,2.28E-06,0,0,2
bleached,1,1.84E-06,1,2.28E-06,0,0,1
washpost,1,1.84E-06,1,2.28E-06,0,0,2
nguyá»…n,1,1.84E-06,1,2.28E-06,0,0,1
taormina,1,1.84E-06,1,2.28E-06,0,0,3
welcomed,1,1.84E-06,1,2.28E-06,0,0,2
rocketry,1,1.84E-06,1,2.28E-06,0,0,3
signings,1,1.84E-06,1,2.28E-06,0,0,2
tumbling,1,1.84E-06,1,2.28E-06,0,0,2
enhances,1,1.84E-06,1,2.28E-06,0,0,2
atlantas,1,1.84E-06,1,2.28E-06,0,0,3
mcgarvey,1,1.84E-06,1,2.28E-06,0,0,2
unmasked,1,1.84E-06,1,2.28E-06,0,0,2
trucking,1,1.84E-06,1,2.28E-06,0,0,2
phadraig,1,1.84E-06,1,2.28E-06,0,0,2
linkedin,1,1.84E-06,1,2.28E-06,0,0,3
culturea,1,1.84E-06,1,2.28E-06,0,0,3
leopoldo,1,1.84E-06,1,2.28E-06,0,0,3
reprieve,1,1.84E-06,1,2.28E-06,0,0,2
krzanich,1,1.84E-06,1,2.28E-06,0,0,2
berkeley,1,1.84E-06,1,2.28E-06,0,0,3
energies,1,1.84E-06,1,2.28E-06,0,0,3
outgoing,1,1.84E-06,1,2.28E-06,0,0,2
mcdonald,1,1.84E-06,1,2.28E-06,0,0,2
factstoo,1,1.84E-06,1,2.28E-06,0,0,2
pressing,1,1.84E-06,1,2.28E-06,0,0,2
evanchos,1,1.84E-06,1,2.28E-06,0,0,3
careless,1,1.84E-06,1,2.28E-06,0,0,3
eleventh,1,1.84E-06,1,2.28E-06,0,0,3
explores,1,1.84E-06,1,2.28E-06,0,0,2
builthas,1,1.84E-06,1,2.28E-06,0,0,2
pesident,1,1.84E-06,1,2.28E-06,0,0,3
exceeded,1,1.84E-06,1,2.28E-06,0,0,2
populism,1,1.84E-06,1,2.28E-06,0,0,3
adjourns,1,1.84E-06,1,2.28E-06,0,0,2
carafano,1,1.84E-06,1,2.28E-06,0,0,4
fbicomey,1,1.84E-06,1,2.28E-06,0,0,3
exploded,1,1.84E-06,1,2.28E-06,0,0,2
protocol,1,1.84E-06,1,2.28E-06,0,0,3
elegance,1,1.84E-06,1,2.28E-06,0,0,3
crafting,1,1.84E-06,1,2.28E-06,0,0,2
preamble,1,1.84E-06,1,2.28E-06,0,0,2
gulfport,1,1.84E-06,1,2.28E-06,0,0,2
eventual,1,1.84E-06,1,2.28E-06,0,0,3
climbers,1,1.84E-06,1,2.28E-06,0,0,2
mistreat,1,1.84E-06,1,2.28E-06,0,0,2
workings,1,1.84E-06,1,2.28E-06,0,0,2
contains,1,1.84E-06,1,2.28E-06,0,0,2
portions,1,1.84E-06,1,2.28E-06,0,0,2
suresnes,1,1.84E-06,1,2.28E-06,0,0,2
evacuate,1,1.84E-06,1,2.28E-06,0,0,3
hultgren,1,1.84E-06,1,2.28E-06,0,0,2
mckenzie,1,1.84E-06,1,2.28E-06,0,0,2
squirrel,1,1.84E-06,1,2.28E-06,0,0,2
walkaway,1,1.84E-06,1,2.28E-06,0,0,3
thunders,1,1.84E-06,1,2.28E-06,0,0,2
enlisted,1,1.84E-06,1,2.28E-06,0,0,2
reverent,1,1.84E-06,1,2.28E-06,0,0,3
simpsons,1,1.84E-06,1,2.28E-06,0,0,2
princess,1,1.84E-06,1,2.28E-06,0,0,2
shoutout,1,1.84E-06,1,2.28E-06,0,0,2
lacrosse,1,1.84E-06,1,2.28E-06,0,0,2
nepotism,1,1.84E-06,1,2.28E-06,0,0,3
troopers,1,1.84E-06,1,2.28E-06,0,0,2
darkened,1,1.84E-06,1,2.28E-06,0,0,2
arsonist,1,1.84E-06,1,2.28E-06,0,0,3
elevator,1,1.84E-06,1,2.28E-06,0,0,4
riveting,1,1.84E-06,1,2.28E-06,0,0,3
wheeling,1,1.84E-06,1,2.28E-06,0,0,2
newfound,1,1.84E-06,1,2.28E-06,0,0,2
undercut,1,1.84E-06,1,2.28E-06,0,0,3
flailing,1,1.84E-06,1,2.28E-06,0,0,2
cnbcalso,1,1.84E-06,1,2.28E-06,0,0,2
nicholas,1,1.84E-06,1,2.28E-06,0,0,3
